PATH,LINE,CATEGORY
cargomedia@puppet-packages-modules-backup-manifests-agent.pp,33,Admin by default
cargomedia@puppet-packages-modules-backup-manifests-agent.pp,33,Hard-coded secret
cargomedia@puppet-packages-modules-mysql-manifests-server-instance.pp,1,Empty password
danofthewired@puppet-bitbucket-examples-bitbucket_mysql_java_install.pp,9,Hard-coded secret
danofthewired@puppet-bitbucket-examples-bitbucket_mysql_java_install.pp,13,Hard-coded secret
danofthewired@puppet-bitbucket-examples-bitbucket_mysql_java_install.pp,14,Hard-coded secret
openstack@fuel-library-deployment-puppet-openstack_tasks-manifests-ironic-db.pp,9,Admin by default
openstack@fuel-library-deployment-puppet-openstack_tasks-manifests-ironic-db.pp,9,Hard-coded secret
openstack@fuel-library-deployment-puppet-openstack_tasks-manifests-ironic-db.pp,13,Hard-coded secret
openstack@fuel-library-deployment-puppet-openstack_tasks-manifests-ironic-db.pp,22,Unrestricted IP Address
openstack@fuel-library-deployment-puppet-osnailyfacter-manifests-ssh.pp,35,Use of weak cryptography algorithms
openstack@fuel-library-deployment-puppet-osnailyfacter-manifests-ssh.pp,40,Admin by default
openstack@fuel-library-deployment-puppet-osnailyfacter-manifests-ssh.pp,41,Unrestricted IP Address
openstack@puppet-openstack-integration-manifests-designate.pp,11,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,16,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,26,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,27,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,32,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,37,Suspicious comment
openstack@puppet-openstack-integration-manifests-designate.pp,39,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,40,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,41,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,42,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,45,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,55,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,61,Suspicious comment
openstack@puppet-openstack-integration-manifests-designate.pp,91,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,100,Suspicious comment
poetic@our-boxen-modules-people-manifests-bobobhai.pp,28,Hard-coded secret
puphpet@puppet-puphpet-manifests-nginx-params.pp,28,Use of weak cryptography algorithms
puphpet@puppet-puphpet-manifests-nginx-params.pp,36,Missing Default in Case Statement
puphpet@puppet-puphpet-manifests-nginx-params.pp,41,Missing Default in Case Statement
purpleidea@puppet-gluster-manifests-simple.pp,22,Suspicious comment
purpleidea@puppet-gluster-manifests-simple.pp,26,Empty password
purpleidea@puppet-gluster-manifests-simple.pp,81,Suspicious comment
purpleidea@puppet-gluster-manifests-simple.pp,145,Suspicious comment
redhat-openstack@puppet-galera-manifests-server.pp,98,Admin by default
redhat-openstack@puppet-galera-manifests-server.pp,98,Hard-coded secret
redhat-openstack@puppet-galera-manifests-server.pp,106,Unrestricted IP Address
voxpupuli@puppet-rabbitmq-examples-permissions-add.pp,1,Hard-coded secret
voxpupuli@puppet-rabbitmq-examples-permissions-add.pp,2,Hard-coded secret
voxpupuli@puppet-rundeck-manifests-config-global-framework.pp,28,Use of HTTP without SSL/TLS
