PATH,LINE,CATEGORY
openstack@puppet-neutron-manifests-server-placement.pp,75,Hard-coded secret
openstack@puppet-neutron-manifests-server-placement.pp,76,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,11,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,16,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,26,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,27,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,37,Suspicious comment
openstack@puppet-openstack-integration-manifests-designate.pp,39,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,40,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,41,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,42,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,45,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,46,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,55,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,61,Suspicious comment
openstack@puppet-openstack-integration-manifests-designate.pp,100,Suspicious comment
openstack@puppet-tripleo-manifests-profile-base-aide-installdb.pp,36,Admin by default
openstack@puppet-tripleo-manifests-profile-base-aide-installdb.pp,36,Hard-coded secret
openstack@puppet-tripleo-manifests-profile-base-aide-installdb.pp,44,Admin by default
openstack@puppet-tripleo-manifests-profile-base-aide-installdb.pp,44,Hard-coded secret
openstack@puppet-tripleo-manifests-profile-base-neutron-wrappers-dibbler_client.pp,30,Suspicious comment
openstack@puppet-tripleo-manifests-profile-base-neutron-wrappers-dibbler_client.pp,31,Suspicious comment
puphpet@puppet-puphpet-manifests-nginx-params.pp,5,Hard-coded secret
puphpet@puppet-puphpet-manifests-nginx-params.pp,36,Missing Default in Case Statement
puphpet@puppet-puphpet-manifests-nginx-params.pp,41,Missing Default in Case Statement
puppetlabs@puppetlabs-apache-manifests-mod-ssl.pp,9,Use of weak cryptography algorithms
puppetlabs@puppetlabs-apache-manifests-mod-ssl.pp,13,Hard-coded secret
quintel@boxen-modules-osx-manifests-recovery_message.pp,22,Admin by default
quintel@boxen-modules-osx-manifests-recovery_message.pp,22,Hard-coded secret
quintel@boxen-modules-osx-manifests-recovery_message.pp,29,Admin by default
quintel@boxen-modules-osx-manifests-recovery_message.pp,29,Hard-coded secret
quintel@boxen-modules-osx-manifests-recovery_message.pp,48,Admin by default
quintel@boxen-modules-osx-manifests-recovery_message.pp,48,Hard-coded secret
quintel@boxen-modules-osx-manifests-recovery_message.pp,67,Admin by default
quintel@boxen-modules-osx-manifests-recovery_message.pp,67,Hard-coded secret
redhat-openstack@puppet-galera-manifests-server.pp,47,Suspicious comment
redhat-openstack@puppet-galera-manifests-server.pp,98,Admin by default
redhat-openstack@puppet-galera-manifests-server.pp,98,Hard-coded secret
redhat-openstack@puppet-galera-manifests-server.pp,106,Unrestricted IP Address
voxpupuli@puppet-rabbitmq-examples-permissions-add.pp,2,Hard-coded secret
voxpupuli@puppet-rabbitmq-examples-server.pp,3,Hard-coded secret
voxpupuli@puppet-rundeck-manifests-config-global-framework.pp,28,Use of HTTP without SSL/TLS
