PATH,LINE,CATEGORY
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,72,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,75,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,83,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,84,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,87,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,90,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,96,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,97,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,98,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,102,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,105,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-host_vars-ceph1.yml,0,none
openstack-ansible-ops-multi-node-aio-playbooks-host_vars-compute2.yml,0,none
openstack-ansible-ops-pxelinux-provisioning-playbooks-deploy-dhcp.yml,0,none
openstack-ansible-playbooks-common-tasks-os-lxc-container-setup.yml,98,Suspicious comment
openstack-ansible-playbooks-common-tasks-os-lxc-container-setup.yml,121,Suspicious comment
openstack-ansible-playbooks-healthcheck-hosts.yml,0,none
openstack-ansible-playbooks-lxc-containers-destroy.yml,33,Admin by default
openstack-ansible-playbooks-os-designate-install.yml,22,Admin by default
openstack-ansible-playbooks-os-tempest-install.yml,19,Admin by default
openstack-ansible-playbooks-utility-install.yml,18,Admin by default
openstack-ansible-tests-roles-bootstrap-host-defaults-main.yml,0,none
openstack-ansible-tests-roles-bootstrap-host-tasks-check-requirements.yml,0,none
openstack-ansible-tests-roles-bootstrap-host-tasks-prepare_loopback_machines.yml,0,none
openstack-ansible-tests-roles-bootstrap-host-tasks-prepare_loopback_zfs.yml,0,none
puppet-openstack-integration-playbooks-prepare-node-unit.yaml,0,none
puppet-openstack-integration-playbooks-run-syntax-tests.yaml,0,none
tripleo-quickstart-playbooks-libvirt-teardown.yml,0,none
tripleo-quickstart-roles-environment-vars-main.yml,0,none
tripleo-quickstart-roles-libvirt-setup-meta-main.yml,0,none
tripleo-quickstart-roles-libvirt-setup-overcloud-tasks-vars-libvirt_nodepool_vars.yml,16,Hard-coded secret
tripleo-quickstart-roles-libvirt-setup-undercloud-tasks-inject_repos.yml,0,none
tripleo-quickstart-roles-libvirt-setup-user-meta-main.yml,0,none
tripleo-quickstart-roles-parts-kvm-tasks-main.yml,0,none
tripleo-quickstart-roles-virtbmc-defaults-main.yml,0,none
windmill-playbooks-bootstrap.yaml,0,none
windmill-playbooks-zookeeper.yaml,0,none
windmill-playbooks-zuul-fingergw.yaml,0,none
