PATH,LINE,CATEGORY
boxbilling@boxbilling-puphpet-puppet-modules-puphpet-manifests-php-pecl.pp,32,Missing default switch
boxbilling@boxbilling-puphpet-puppet-modules-puphpet-manifests-php-pecl.pp,42,Missing default switch
boxbilling@boxbilling-puphpet-puppet-modules-puphpet-manifests-php-pecl.pp,44,Missing default switch
boxbilling@boxbilling-puphpet-puppet-modules-yum-manifests-repo-jpackage6.pp,0,none
camptocamp@puppet-python-manifests-pip-couchdb.pp,0,none
cargomedia@puppet-packages-modules-backup-manifests-agent.pp,21,Admin by default
cargomedia@puppet-packages-modules-backup-manifests-agent.pp,26,Admin by default
cargomedia@puppet-packages-modules-backup-manifests-agent.pp,33,Admin by default
cargomedia@puppet-packages-modules-capistrano-manifests-init.pp,0,none
cargomedia@puppet-packages-modules-mysql-manifests-server-instance.pp,1,Empty password
cargomedia@puppet-packages-modules-ulimit-manifests-entry.pp,0,none
ceph@puppet-ceph-manifests-mds.pp,0,none
danofthewired@puppet-bitbucket-examples-bitbucket_mysql_java_install.pp,9,Hard-coded secret
danofthewired@puppet-bitbucket-examples-bitbucket_mysql_java_install.pp,14,Hard-coded secret
duritong@puppet-shorewall-manifests-dnat_rule.pp,0,none
fuel-infra@puppet-manifests-modules-obs_server-manifests-folders.pp,0,none
hubspotdevops@puppet-nexus-manifests-params.pp,28,Use of HTTP without SSL/TLS
hubspotdevops@puppet-nexus-manifests-params.pp,36,Unrestricted IP Address
hubspotdevops@puppet-nexus-manifests-params.pp,40,Use of HTTP without SSL/TLS
mattheath@puppet-php-manifests-5_3_11.pp,0,none
mattheath@puppet-php-manifests-fpm-5_3_15.pp,0,none
mattheath@puppet-php-manifests-version.pp,0,none
mayflower@wasted-site-component-manifests-mongodb.pp,0,none
mikeedwards83@Glass.Mapper-Archived-Glass.Mapper.Umb.CastleWindsor-App_Start-GlassMapperUmb.cs.pp,0,none
norcams@himlar-profile-manifests-highavailability-loadbalancing-haproxy-list.pp,0,none
norcams@himlar-profile-manifests-storage-ceph-zonegroup.pp,0,none
openstack@fuel-library-deployment-puppet-cluster-manifests-conntrackd_ocf.pp,0,none
openstack@fuel-library-deployment-puppet-openstack_tasks-examples-heat-cfn_keystone.pp,0,none
openstack@fuel-library-deployment-puppet-openstack_tasks-manifests-ironic-db.pp,9,Admin by default
openstack@fuel-library-deployment-puppet-openstack_tasks-manifests-ironic-db.pp,19,Admin by default
openstack@fuel-library-deployment-puppet-osnailyfacter-manifests-plugins-plugins_rsync.pp,0,none
openstack@fuel-library-deployment-puppet-osnailyfacter-manifests-ssh.pp,0,none
openstack@fuel-library-deployment-puppet-tweaks-manifests-ubuntu_service_override.pp,0,none
openstack@fuel-octane-deployment-puppet-octane_tasks-modular-mysqldump_restore.pp,0,none
openstack@puppet-monasca-manifests-virtualenv-instance.pp,0,none
openstack@puppet-neutron-manifests-params.pp,0,none
openstack@puppet-neutron-manifests-server-placement.pp,0,none
openstack@puppet-openstack-integration-manifests-designate.pp,11,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,16,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,37,Suspicious comment
openstack@puppet-openstack-integration-manifests-designate.pp,39,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,40,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,41,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,42,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,45,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,55,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,100,Suspicious comment
openstack@puppet-tripleo-manifests-profile-base-aide-installdb.pp,36,Admin by default
openstack@puppet-tripleo-manifests-profile-base-aide-installdb.pp,44,Admin by default
openstack@puppet-tripleo-manifests-profile-base-manila-api.pp,0,none
openstack@puppet-tripleo-manifests-profile-base-manila-scheduler.pp,0,none
openstack@puppet-tripleo-manifests-profile-base-neutron-wrappers-dibbler_client.pp,0,none
openstack@puppet-tripleo-manifests-stunnel-service_proxy.pp,0,none
poetic@our-boxen-manifests-site.pp,0,none
poetic@our-boxen-modules-people-manifests-bobobhai.pp,0,none
puphpet@puppet-puphpet-manifests-nginx-params.pp,36,Missing default switch
puphpet@puppet-puphpet-manifests-nginx-params.pp,41,Missing default switch
puppetlabs@pltraining-userprefs-examples-npp.pp,0,none
puppetlabs@puppetlabs-apache-manifests-mod-ssl.pp,68,Missing default switch
puppetlabs@puppetlabs-mysql-manifests-server-config.pp,0,none
purpleidea@puppet-gluster-manifests-simple.pp,22,Suspicious comment
purpleidea@puppet-gluster-manifests-simple.pp,26,Empty password
purpleidea@puppet-gluster-manifests-simple.pp,81,Suspicious comment
purpleidea@puppet-gluster-manifests-simple.pp,145,Suspicious comment
purpleidea@puppet-gluster-manifests-simple.pp,153,Suspicious comment
quintel@boxen-modules-nodejs-manifests-v0_4.pp,0,none
quintel@boxen-modules-osx-manifests-recovery_message.pp,22,Admin by default
quintel@boxen-modules-osx-manifests-recovery_message.pp,29,Admin by default
quintel@boxen-modules-osx-manifests-recovery_message.pp,48,Admin by default
quintel@boxen-modules-osx-manifests-recovery_message.pp,67,Admin by default
redhat-openstack@puppet-galera-manifests-server.pp,98,Admin by default
redhat-openstack@puppet-galera-manifests-server.pp,99,Empty password
redhat-openstack@puppet-galera-manifests-server.pp,106,Unrestricted IP Address
thiagoarrais@gtk2hs-gtk-Graphics-UI-Gtk-Gdk-PixbufData.hs.pp,0,none
voxpupuli@puppet-nginx-examples-server_ssl.pp,0,none
voxpupuli@puppet-rabbitmq-examples-permissions-add.pp,2,Hard-coded secret
voxpupuli@puppet-rabbitmq-examples-server.pp,0,none
voxpupuli@puppet-rundeck-manifests-config-global-framework.pp,28,Use of HTTP without SSL/TLS
wesleytodd@YeoPress-app-templates-puppet-modules-mysql-manifests-ruby.pp,0,none
wikimedia@mediawiki-vagrant-puppet-modules-ocg-manifests-init.pp,0,none
wikimedia@mediawiki-vagrant-puppet-modules-role-manifests-notebook.pp,0,none
wikimedia@mediawiki-vagrant-puppet-modules-xhprofgui-manifests-init.pp,0,none
