PATH,LINE,CATEGORY
hubspotdevops@puppet-nexus-manifests-params.pp,34,Hard-coded secret
hubspotdevops@puppet-nexus-manifests-params.pp,36,Unrestricted IP Address
hubspotdevops@puppet-nexus-manifests-params.pp,39,Hard-coded secret
hubspotdevops@puppet-nexus-manifests-params.pp,40,Use of HTTP without SSL/TLS
mattheath@puppet-php-manifests-version.pp,122,Suspicious comment
openstack@fuel-library-deployment-puppet-openstack_tasks-manifests-ironic-db.pp,9,Admin by default
openstack@fuel-library-deployment-puppet-openstack_tasks-manifests-ironic-db.pp,9,Hard-coded secret
openstack@fuel-library-deployment-puppet-openstack_tasks-manifests-ironic-db.pp,13,Hard-coded secret
openstack@fuel-library-deployment-puppet-openstack_tasks-manifests-ironic-db.pp,15,Hard-coded secret
openstack@fuel-library-deployment-puppet-openstack_tasks-manifests-ironic-db.pp,19,Admin by default
openstack@fuel-library-deployment-puppet-openstack_tasks-manifests-ironic-db.pp,19,Hard-coded secret
openstack@fuel-library-deployment-puppet-openstack_tasks-manifests-ironic-db.pp,20,Hard-coded secret
openstack@fuel-library-deployment-puppet-osnailyfacter-manifests-ssh.pp,34,Use of weak cryptography algorithms
openstack@fuel-library-deployment-puppet-osnailyfacter-manifests-ssh.pp,35,Use of weak cryptography algorithms
openstack@fuel-library-deployment-puppet-osnailyfacter-manifests-ssh.pp,40,Hard-coded secret
openstack@puppet-monasca-manifests-virtualenv-instance.pp,19,Suspicious comment
openstack@puppet-monasca-manifests-virtualenv-instance.pp,42,Suspicious comment
openstack@puppet-neutron-manifests-server-placement.pp,71,Hard-coded secret
openstack@puppet-neutron-manifests-server-placement.pp,87,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,11,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,16,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,37,Suspicious comment
openstack@puppet-openstack-integration-manifests-designate.pp,39,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,40,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,41,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,42,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,45,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,55,Use of HTTP without SSL/TLS
openstack@puppet-openstack-integration-manifests-designate.pp,58,Hard-coded secret
openstack@puppet-openstack-integration-manifests-designate.pp,61,Suspicious comment
openstack@puppet-openstack-integration-manifests-designate.pp,100,Suspicious comment
openstack@puppet-tripleo-manifests-profile-base-aide-installdb.pp,36,Admin by default
openstack@puppet-tripleo-manifests-profile-base-aide-installdb.pp,36,Hard-coded secret
openstack@puppet-tripleo-manifests-profile-base-aide-installdb.pp,44,Admin by default
openstack@puppet-tripleo-manifests-profile-base-aide-installdb.pp,44,Hard-coded secret
openstack@puppet-tripleo-manifests-profile-base-neutron-wrappers-dibbler_client.pp,30,Suspicious comment
openstack@puppet-tripleo-manifests-profile-base-neutron-wrappers-dibbler_client.pp,31,Suspicious comment
puphpet@puppet-puphpet-manifests-nginx-params.pp,5,Hard-coded secret
puphpet@puppet-puphpet-manifests-nginx-params.pp,25,Use of weak cryptography algorithms
puphpet@puppet-puphpet-manifests-nginx-params.pp,36,Missing Default in Case Statement
puphpet@puppet-puphpet-manifests-nginx-params.pp,41,Missing Default in Case Statement
puppetlabs@puppetlabs-apache-manifests-mod-ssl.pp,9,Use of weak cryptography algorithms
puppetlabs@puppetlabs-apache-manifests-mod-ssl.pp,68,Missing Default in Case Statement
purpleidea@puppet-gluster-manifests-simple.pp,8,Suspicious comment
purpleidea@puppet-gluster-manifests-simple.pp,22,Suspicious comment
purpleidea@puppet-gluster-manifests-simple.pp,26,Empty password
purpleidea@puppet-gluster-manifests-simple.pp,26,Hard-coded secret
purpleidea@puppet-gluster-manifests-simple.pp,81,Suspicious comment
purpleidea@puppet-gluster-manifests-simple.pp,145,Suspicious comment
purpleidea@puppet-gluster-manifests-simple.pp,153,Suspicious comment
quintel@boxen-modules-osx-manifests-recovery_message.pp,22,Admin by default
quintel@boxen-modules-osx-manifests-recovery_message.pp,22,Hard-coded secret
quintel@boxen-modules-osx-manifests-recovery_message.pp,29,Admin by default
quintel@boxen-modules-osx-manifests-recovery_message.pp,29,Hard-coded secret
quintel@boxen-modules-osx-manifests-recovery_message.pp,37,Hard-coded secret
quintel@boxen-modules-osx-manifests-recovery_message.pp,48,Admin by default
quintel@boxen-modules-osx-manifests-recovery_message.pp,48,Hard-coded secret
quintel@boxen-modules-osx-manifests-recovery_message.pp,57,Hard-coded secret
quintel@boxen-modules-osx-manifests-recovery_message.pp,67,Admin by default
quintel@boxen-modules-osx-manifests-recovery_message.pp,67,Hard-coded secret
redhat-openstack@puppet-galera-manifests-server.pp,47,Suspicious comment
redhat-openstack@puppet-galera-manifests-server.pp,98,Admin by default
redhat-openstack@puppet-galera-manifests-server.pp,98,Hard-coded secret
redhat-openstack@puppet-galera-manifests-server.pp,99,Empty password
redhat-openstack@puppet-galera-manifests-server.pp,99,Hard-coded secret
redhat-openstack@puppet-galera-manifests-server.pp,106,Unrestricted IP Address
voxpupuli@puppet-nginx-examples-server_ssl.pp,5,Hard-coded secret
voxpupuli@puppet-nginx-examples-server_ssl.pp,7,Hard-coded secret
voxpupuli@puppet-nginx-examples-server_ssl.pp,8,Hard-coded secret
voxpupuli@puppet-nginx-examples-server_ssl.pp,9,Hard-coded secret
voxpupuli@puppet-nginx-examples-server_ssl.pp,14,Hard-coded secret
voxpupuli@puppet-nginx-examples-server_ssl.pp,16,Hard-coded secret
voxpupuli@puppet-nginx-examples-server_ssl.pp,17,Hard-coded secret
voxpupuli@puppet-nginx-examples-server_ssl.pp,22,Hard-coded secret
voxpupuli@puppet-nginx-examples-server_ssl.pp,29,Hard-coded secret
voxpupuli@puppet-rabbitmq-examples-permissions-add.pp,2,Hard-coded secret
voxpupuli@puppet-rabbitmq-examples-server.pp,3,Hard-coded secret
voxpupuli@puppet-rundeck-manifests-config-global-framework.pp,28,Use of HTTP without SSL/TLS
