PATH,LINE,CATEGORY
cookbooks_ic-volumes_ebs-cookbooks-mongodb-attributes-mongodb.rb,4,Use of weak cryptography algorithms
cookbooks_ic-volumes_ebs-cookbooks-mongodb-attributes-mongodb.rb,5,Use of weak cryptography algorithms
cookbooks_ic-volumes_ebs-cookbooks-mongodb-attributes-mongodb.rb,20,Suspicious comment
cookbooks_ic-volumes_ebs-cookbooks-mongodb-attributes-mongodb.rb,29,Unrestricted IP Address
cookbooks_ic-volumes_ebs-cookbooks-mongodb-attributes-mongodb.rb,34,Hard-coded secret
cookbooks_ic-volumes_ebs-cookbooks-mongodb-attributes-mongodb.rb,35,Empty password
cookbooks_ic-volumes_ebs-cookbooks-resque-attributes-default.rb,17,Hard-coded secret
cookbooks_ic-volumes_ebs-cookbooks-resque-attributes-default.rb,24,Unrestricted IP Address
cookbooks_ic-zabbix-cookbooks-zabbix-providers-host.rb,28,Unrestricted IP Address
cookbooks_ic-zabbix-cookbooks-zabbix-providers-host.rb,50,Unrestricted IP Address
danielladd_Chef-Testing-cookbooks-mysql-attributes-server_rhel.rb,1,Missing Default in Case Statement
danielladd_Chef-Testing-cookbooks-mysql-attributes-server_rhel.rb,10,Missing Default in Case Statement
davestarling_chef-features-data-cookbooks-manage_files-recipes-default.rb,11,Use of HTTP without SSL/TLS
desirit_chef-bach-cookbooks-bcpc-hadoop-recipes-oozie.rb,106,Use of weak cryptography algorithms
desirit_chef-bach-cookbooks-bcpc-hadoop-recipes-oozie.rb,116,Use of weak cryptography algorithms
guymatz_chef-cookbooks-cutlery-libraries-notifying_action.rb,6,Use of HTTP without SSL/TLS
guymatz_chef-cookbooks-cutlery-libraries-notifying_action.rb,18,Use of HTTP without SSL/TLS
guymatz_chef-cookbooks-hive-attributes-default.rb,3,Missing Default in Case Statement
guymatz_chef-cookbooks-hive-attributes-default.rb,9,Use of HTTP without SSL/TLS
guymatz_chef-cookbooks-hive-attributes-default.rb,11,Use of HTTP without SSL/TLS
guymatz_chef-cookbooks-hive-attributes-default.rb,19,Hard-coded secret
guymatz_chef-cookbooks-mysql-attributes-client.rb,11,Use of HTTP without SSL/TLS
guymatz_chef-cookbooks-mysql-attributes-client.rb,41,Use of HTTP without SSL/TLS
guymatz_chef-cookbooks-python-attributes-default.rb,36,Use of HTTP without SSL/TLS
gwalbran_chef-cookbooks-imos_backup-attributes-restore.rb,10,Hard-coded secret
havk64_chef-zero-playground-cookbooks-runit-recipes-default.rb,29,Missing Default in Case Statement
infochimps-labs_ironfan-pantry-cookbooks-iptables-recipes-default.rb,11,Use of HTTP without SSL/TLS
infochimps-labs_ironfan-pantry-cookbooks-iptables-recipes-default.rb,39,Missing Default in Case Statement
infochimps-labs_ironfan-pantry-cookbooks-nodejs-recipes-install_from_binary.rb,10,Use of HTTP without SSL/TLS
infochimps-labs_ironfan-pantry-cookbooks-nodejs-recipes-install_from_binary.rb,59,Use of weak cryptography algorithms
infochimps-labs_ironfan-pantry-cookbooks-python-attributes-default.rb,12,Use of HTTP without SSL/TLS
infochimps-labs_ironfan-pantry-cookbooks-python-attributes-default.rb,36,Use of HTTP without SSL/TLS
infochimps-labs_ironfan-pantry-cookbooks-windows-providers-batch.rb,12,Use of HTTP without SSL/TLS
infochimps-labs_ironfan-pantry-cookbooks-zabbix-providers-media_type.rb,23,Hard-coded secret
infochimps-labs_ironfan-pantry-cookbooks-zabbix-providers-media_type.rb,24,Hard-coded secret
infochimps-labs_ironfan-pantry-cookbooks-zsh-recipes-default.rb,11,Use of HTTP without SSL/TLS
infochimps-labs_ironfan-pantry-cookbooks-zsh-recipes-default.rb,24,Missing Default in Case Statement
jonmthomson_cookbooks-mingw-recipes-default.rb,14,Hard-coded secret
kitchenplan_chef-applications-recipes-omnigraffle.rb,1,Missing Default in Case Statement
kitchenplan_chef-applications-recipes-omnigraffle.rb,15,No integrity check
kitchenplan_chef-applications-recipes-omnigraffle.rb,16,Use of HTTP without SSL/TLS
kitchenplan_chef-applications-recipes-omnigraffle.rb,40,No integrity check
kitchenplan_chef-applications-recipes-omnigraffle.rb,41,Use of HTTP without SSL/TLS
kitchenplan_chef-applications-recipes-omnigraffle.rb,65,No integrity check
kitchenplan_chef-applications-recipes-omnigraffle.rb,66,Use of HTTP without SSL/TLS
kitchenware_master-chef-cookbooks-base-recipes-editor.rb,5,Hard-coded secret
michaelklishin_cassandra-chef-cookbook-recipes-opscenter_agent.rb,11,Use of HTTP without SSL/TLS
openstreetmap_chef-cookbooks-accounts-recipes-default.rb,35,Missing Default in Case Statement
openstreetmap_chef-cookbooks-civicrm-recipes-default.rb,81,No integrity check
openstreetmap_chef-cookbooks-civicrm-recipes-default.rb,90,No integrity check
openstreetmap_chef-cookbooks-civicrm-recipes-default.rb,162,Use of HTTP without SSL/TLS
pu239ppy_chef-bach-code-bcpc-recipes-mysql.rb,26,Admin by default
pu239ppy_chef-bach-code-bcpc-recipes-mysql.rb,100,Admin by default
pu239ppy_chef-bach-code-bcpc-recipes-mysql.rb,101,Admin by default
pu239ppy_chef-bach-code-bcpc-recipes-mysql.rb,118,Admin by default
pu239ppy_chef-bach-code-bcpc-recipes-mysql.rb,119,Admin by default
pu239ppy_chef-bach-code-bcpc-recipes-mysql.rb,134,Admin by default
pu239ppy_chef-bach-code-bcpc-recipes-mysql.rb,173,Admin by default
pu239ppy_chef-bach-code-bcpc-recipes-mysql.rb,182,Admin by default
pu239ppy_chef-bach-code-bcpc-recipes-mysql.rb,183,Admin by default
rcbops-cookbooks_keystone-recipes-default.rb,11,Use of HTTP without SSL/TLS
scmgalaxy_chef-training-programs-recipes-raviteja-chef-repo-E4.rb,3,Use of HTTP without SSL/TLS
sous-chefs_nrpe-recipes-default.rb,19,Use of HTTP without SSL/TLS
thomasmeeus_chef-apache2-recipes-mod_php5.rb,0,Missing Default in Case Statement
thomasmeeus_chef-apache2-recipes-mod_php5.rb,11,Use of HTTP without SSL/TLS
