PATH,LINE,CATEGORY
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,32,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,53,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,54,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,57,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,60,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,68,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,69,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,72,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,75,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,83,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,84,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,87,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,90,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,96,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,97,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,98,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,102,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-group_vars-all.yml,105,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-host_vars-ceph1.yml,8,Use of HTTP without SSL/TLS
openstack-ansible-ops-multi-node-aio-playbooks-host_vars-compute2.yml,8,Use of HTTP without SSL/TLS
openstack-ansible-playbooks-common-tasks-os-lxc-container-setup.yml,98,Suspicious comment
openstack-ansible-playbooks-lxc-containers-destroy.yml,33,Admin by default
openstack-ansible-playbooks-os-designate-install.yml,22,Admin by default
openstack-ansible-playbooks-os-tempest-install.yml,19,Admin by default
openstack-ansible-playbooks-utility-install.yml,18,Admin by default
openstack-ansible-tests-roles-bootstrap-host-defaults-main.yml,200,Unrestricted IP Address
puppet-openstack-integration-playbooks-prepare-node-unit.yaml,27,Use of HTTP without SSL/TLS
tripleo-quickstart-roles-libvirt-setup-overcloud-tasks-vars-libvirt_nodepool_vars.yml,16,Hard-coded secret
windmill-playbooks-bootstrap.yaml,7,Use of HTTP without SSL/TLS
windmill-playbooks-zookeeper.yaml,7,Use of HTTP without SSL/TLS
windmill-playbooks-zuul-fingergw.yaml,7,Use of HTTP without SSL/TLS
